system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,BSI,NDBI,NDVI,NDWI,class,random,.geo
1_1_2_67_166,3270,2803,2218,2410,2974,2792,3317,3552,3698,3557,0.026973683,-0.061423652,0.10851319,-0.210871,2,0.5842027454305576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58363938213601,31.447582316927143]}"
1_1_2_67_167,3119,2618,2260,2456,2594,2808,3237,3447,3956,3683,-0.04216615,-0.11830389,0.20793892,-0.23393637,2,0.2057071515243275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58374459390497,31.447583480407218]}"
1_1_2_67_169,2787,2258,1351,1656,1814,2266,3100,3348,3896,3539,-0.06559707,-0.16594344,0.36462346,-0.4034582,2,0.4411865528843627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58395501746112,31.447585807108243]}"
1_1_2_67_171,2733,2085,1040,1373,1376,2244,3344,3612,3898,3852,-0.09163258,-0.17568994,0.47819492,-0.47903624,2,0.3421045408132477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58416544104166,31.447588133463768]}"
1_1_2_67_172,2733,2085,1115,1429,1484,2244,3344,3612,3962,3852,-0.09253281,-0.18356983,0.45501286,-0.46985716,2,0.5383174763087026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.5842706528411,31.447589296511968]}"
1_1_2_67_174,2670,2012,1093,1393,1370,2075,3362,3678,3990,3958,-0.114326425,-0.1981982,0.48880598,-0.48244473,2,0.07877552742606353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58448107645818,31.44759162234925]}"
1_1_2_67_175,2660,1994,1051,1402,1390,2081,3321,3654,3972,3885,-0.107241265,-0.19782871,0.48153675,-0.4782285,2,0.031149807713820032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58458628827587,31.447592785138323]}"
1_1_2_67_176,2660,1994,1101,1349,1326,2081,3321,3654,3958,3885,-0.118629076,-0.19613177,0.4981075,-0.49161485,2,0.5125741452386753,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58469150009965,31.44759394784103]}"
1_1_2_67_178,2746,2070,1262,1495,1506,2208,3378,3700,3998,3963,-0.1059714,-0.1856465,0.45276162,-0.45567086,2,0.15592555312755108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58490192376546,31.447596272987308]}"
1_1_2_67_179,2823,2131,1529,1746,1740,2359,3503,3762,4100,4070,-0.10459184,-0.1844576,0.4041096,-0.4026685,2,0.15821998111813684,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.5850071356075,31.447597435430893]}"
1_1_2_67_180,2823,2131,1566,1774,1848,2359,3503,3762,4272,4070,-0.11104767,-0.20422833,0.39607844,-0.41316572,2,0.1490252186270269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58511234745563,31.44759859778809]}"
1_1_2_67_181,2811,2107,1353,1566,1602,2284,3453,3832,4136,3941,-0.108664915,-0.19072981,0.44161728,-0.45071906,2,0.5674426920862574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58521755930984,31.447599760058928]}"
1_1_2_67_182,2811,2107,1075,1360,1358,2284,3453,3832,3996,3941,-0.09761905,-0.1740855,0.49271572,-0.49215832,2,0.28293459758569195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58532277117015,31.447600922243378]}"
1_1_2_67_183,2627,1979,1039,1322,1304,1957,3073,3396,3652,3650,-0.088146605,-0.16324255,0.47376916,-0.46843585,2,0.519261896912621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58300946944283,31.447485135954548]}"
1_1_2_67_184,2767,2152,1150,1437,1442,2034,3213,3566,3722,3731,-0.07300958,-0.14717214,0.44151822,-0.4429153,2,0.3601478516303971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58311468107448,31.44748629994877]}"
1_1_2_67_185,2767,2152,1136,1520,1531,2034,3213,3566,3866,3731,-0.07569893,-0.16568671,0.43264776,-0.4355737,2,0.6816653563230634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58321989271221,31.44748746385662]}"
1_1_2_67_186,2940,2442,1099,1381,1400,2408,3132,3403,3968,3577,-0.077282876,-0.14881296,0.47839046,-0.4836418,2,0.09530334720665812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58332510435605,31.447488627678098]}"
1_1_2_67_187,2940,2442,1088,1622,1680,2408,3132,3403,3940,3577,-0.042288557,-0.14534883,0.40213522,-0.41675657,2,0.5068283315021506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58343031600596,31.447489791413194]}"
1_1_2_67_188,3270,2803,2110,2402,2622,2792,3317,3552,3968,3557,-0.015538847,-0.09643548,0.20424886,-0.24583988,2,0.08637012728632765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.583535527662,31.447490955061923]}"
1_1_2_67_189,3270,2803,2160,2734,2896,2792,3317,3552,3902,3557,0.008505071,-0.08812047,0.1479847,-0.17600964,2,0.1074693976787453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58364073932412,31.44749211862428]}"
1_1_2_67_190,3119,2618,1783,2200,2272,2808,3237,3447,3696,3683,-0.008095676,-0.08466618,0.2386059,-0.25373134,2,0.18064305359575283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58374595099234,31.447493282100258]}"
1_1_2_67_192,2787,2258,1632,2036,2060,2266,3100,3348,3426,3539,-0.021302372,-0.102848865,0.24899745,-0.25448555,2,0.6922391800863353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58395637434703,31.447495608793098]}"
1_1_2_67_194,2733,2085,1294,1609,1566,2244,3344,3612,4030,3852,-0.10651564,-0.1917788,0.4403145,-0.42933145,2,0.12675250437331864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.5841667977261,31.44749793514044]}"
1_1_2_67_196,2670,2012,1058,1333,1341,2075,3362,3678,3922,3958,-0.107774444,-0.18992719,0.49040473,-0.49267364,2,0.6530584691035821,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58437722112954,31.44750026114228]}"
1_1_2_67_197,2670,2012,1099,1387,1356,2075,3362,3678,3922,3958,-0.10998121,-0.18992719,0.486169,-0.47749105,2,0.05298536555632316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.5844824328404,31.447501424013645]}"
1_1_2_67_199,2660,1994,1117,1384,1388,2081,3321,3654,3978,3885,-0.11451384,-0.19855379,0.48266867,-0.48377472,2,0.1425852759118743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.5846928562804,31.44750374949724]}"
1_1_2_67_200,2746,2070,1077,1386,1362,2208,3378,3700,4012,3963,-0.10666522,-0.18733352,0.493115,-0.48647648,2,0.6271363658349739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58479806800953,31.44750491210948]}"
1_1_2_67_202,2823,2131,1029,1423,1415,2359,3503,3762,4074,4070,-0.09260251,-0.1813832,0.4844234,-0.48226306,2,0.45083579731584433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58500849148605,31.447507237074838]}"
1_1_2_67_204,2811,2107,1389,1758,1792,2284,3453,3832,4120,3941,-0.08959652,-0.18886164,0.39377537,-0.40183735,2,0.28856385022528486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.58521891498692,31.44750956169469]}"
