system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,BSI,NDBI,NDVI,NDWI,class,random,.geo
1_1_1_2_61_74,3178,2264,1294,1552,1463,2063,3315,3695,3905,3944,-0.05670732,-0.10264012,0.45491803,-0.4311893,1,0.4120716519778319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930029940985719,43.577022243406006]}"
1_1_1_2_61_75,3150,2266,1384,1656,1552,2184,3538,3816,4133,4076,-0.0797534,-0.13497186,0.45400175,-0.42788047,1,0.2391909012561505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.93015372265421,43.577020152934004]}"
1_1_1_2_61_77,3570,2653,1548,1794,1838,2198,2921,3249,3481,3475,0.036313117,0.012622323,0.30889264,-0.31981042,1,0.2978763040599587,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928417905142243,43.576959416655356]}"
1_1_1_2_61_78,3570,2653,1540,1760,1816,2198,2921,3249,3148,3475,0.06928728,0.062816314,0.268332,-0.2828036,1,0.5191393638423266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92854168679957,43.576957327931076]}"
1_1_1_2_61_79,3613,2649,1438,1656,1717,2096,2653,2827,3088,3117,0.08157468,0.07834651,0.2853278,-0.30185497,1,0.31596870082894846,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928665468443596,43.57695523907286]}"
1_1_1_2_61_80,3613,2649,1454,1658,1708,2096,2653,2827,3051,3117,0.08304498,0.08433373,0.28220215,-0.2958165,1,0.19835407461183174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92878925007432,43.5769531500807]}"
1_1_1_2_61_81,3613,2682,1436,1670,1714,2129,2704,2920,3046,3157,0.08614538,0.08514792,0.27983195,-0.2917727,1,0.3002079509763548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928913031691744,43.576951060954606]}"
1_1_1_2_61_83,3537,2630,1458,1650,1702,2089,2695,2937,3209,3146,0.057742782,0.048621405,0.30686215,-0.3208479,1,0.07130104826389028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929160594886683,43.57694688230061]}"
1_1_1_2_61_84,3537,2630,1439,1644,1694,2089,2695,2937,3078,3146,0.07324579,0.06938776,0.29002514,-0.3036849,1,0.3499685233735418,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.9292843764642,43.57694479277271]}"
1_1_1_2_61_85,3531,2629,1421,1612,1688,2030,2537,2762,2925,3013,0.09127025,0.09386617,0.26815522,-0.28939828,1,0.19538218860473244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929408158028407,43.576942703110866]}"
1_1_1_2_61_86,3531,2629,1416,1623,1690,2030,2537,2762,2903,3013,0.09454927,0.097606465,0.26409754,-0.28281042,1,0.006814565975440945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92953193957931,43.57694061331509]}"
1_1_1_2_61_87,3441,2529,1474,1722,1744,2077,2669,2901,3148,3139,0.057407975,0.044468053,0.2869992,-0.29281315,1,0.25982573209558657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929655721116905,43.57693852338537]}"
1_1_1_2_61_88,3441,2529,1399,1638,1645,2077,2669,2901,3365,3139,0.032690354,0.011166617,0.34331337,-0.34519288,1,0.4054235690203638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929779502641193,43.57693643332172]}"
1_1_1_2_61_89,3277,2312,1272,1478,1452,2004,2929,3099,3356,3411,0.0107940575,-0.011910146,0.39600664,-0.38849813,1,0.3123540144619892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929903284152173,43.57693434312412]}"
1_1_1_2_61_90,3277,2312,1247,1476,1432,2004,2929,3099,3562,3411,-0.010506409,-0.04167276,0.42651182,-0.4140532,1,0.3289081439177277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930027065649844,43.576932252792595]}"
1_1_1_2_61_91,3162,2276,1274,1571,1478,2060,3110,3423,3825,3649,-0.047130097,-0.09489051,0.4425797,-0.41771683,1,0.5236452854793348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930150847134204,43.57693016232713]}"
1_1_1_2_61_92,3162,2276,1358,1652,1560,2060,3110,3423,3890,3649,-0.052758276,-0.10323313,0.42752293,-0.40382534,1,0.6250514012579592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930274628605254,43.57692807172773]}"
1_1_1_2_61_93,3015,2169,1336,1646,1524,2019,3253,3566,4175,3881,-0.09671642,-0.16133519,0.46516934,-0.43446144,1,0.4133718130684546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930398410062992,43.57692598099439]}"
1_1_1_2_61_94,3570,2653,1513,1719,1741,2198,2921,3249,3667,3475,0.012486894,-0.013403344,0.35613906,-0.36167842,1,0.22879072527096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928415032213355,43.57686942595552]}"
1_1_1_2_61_95,3570,2653,1553,1843,1885,2198,2921,3249,3244,3475,0.0641826,0.047842678,0.26496392,-0.2754079,1,0.5892408264320096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92853881368655,43.576867337237765]}"
1_1_1_2_61_97,3613,2649,1426,1616,1688,2096,2653,2827,3000,3117,0.08995579,0.092696205,0.27986348,-0.29982668,1,0.4080669061063924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928786376593045,43.576863159400446]}"
1_1_1_2_61_99,3613,2682,1490,1759,1800,2129,2704,2920,3198,3157,0.07177507,0.060930848,0.27971187,-0.29029655,1,0.4020729941729839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929033939446331,43.57685898102738]}"
1_1_1_2_61_100,3537,2630,1476,1689,1738,2089,2695,2937,3260,3146,0.053840775,0.040753275,0.3045218,-0.31743786,1,0.1863706714192196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92915772085302,43.576856891639935]}"
1_1_1_2_61_101,3537,2630,1433,1648,1680,2089,2695,2937,3166,3146,0.062958434,0.05534835,0.30664465,-0.3153303,1,0.0770598911264353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929281502246406,43.57685480211856]}"
1_1_1_2_61_102,3531,2629,1409,1614,1684,2030,2537,2762,2954,3013,0.08895385,0.08897456,0.27382493,-0.293345,1,0.039973630726461984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929405283626485,43.57685271246324]}"
1_1_1_2_61_103,3531,2629,1402,1597,1684,2030,2537,2762,2868,3013,0.099631,0.10360994,0.26010546,-0.28465846,1,0.11150194348711406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92952906499326,43.576850622673994]}"
1_1_1_2_61_106,3277,2312,1385,1602,1604,2004,2929,3099,3276,3411,0.023055963,1.5260186E-4,0.34262297,-0.34317344,1,0.31666366196772455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929900409013737,43.57684435250262]}"
1_1_1_2_61_107,3277,2312,1306,1490,1479,2004,2929,3099,3344,3411,0.011269403,-0.010119317,0.38668877,-0.3835333,1,0.18729864645059924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930024190327279,43.57684226217762]}"
1_1_1_2_61_108,3162,2276,1260,1450,1442,2060,3110,3423,3365,3649,-0.0022754362,-0.031101579,0.4000416,-0.39771548,1,0.32935729771604205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930147971627509,43.576840171718686]}"
1_1_1_2_61_109,3162,2276,1274,1476,1452,2060,3110,3423,3412,3649,-0.0077419356,-0.038028598,0.40296054,-0.396072,1,0.03597082069107671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930271752914432,43.57683808112582]}"
1_1_1_2_61_110,3015,2169,1251,1500,1411,2019,3253,3566,3604,3881,-0.04622347,-0.088986255,0.43728814,-0.4122257,1,0.5816487617514132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.93039553418804,43.576835990399005]}"
1_1_1_2_61_113,3592,2629,1433,1632,1658,2118,2709,2929,3128,3135,0.070227295,0.06904762,0.30714583,-0.31428573,1,0.09173942755195319,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928659721862603,43.57677525769772]}"
1_1_1_2_61_119,3531,2634,1415,1614,1714,2036,2563,2751,2971,2963,0.08919115,0.08612735,0.2683031,-0.2959651,1,0.17697255736619866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929402409237868,43.576762721814056]}"
1_1_1_2_61_121,3564,2638,1432,1626,1718,2041,2531,2752,2952,2967,0.09290296,0.09392265,0.26423982,-0.28964612,1,0.3193465784395554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929649971589855,43.576758542114675]}"
1_1_1_2_61_122,3564,2638,1465,1654,1748,2041,2531,2752,3029,2967,0.08341832,0.08114667,0.26815993,-0.2936152,1,0.06965106814779576,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929773752745886,43.576756452064075]}"
1_1_1_2_61_125,3464,2479,1342,1548,1594,2004,2655,2928,3142,3167,0.060155105,0.048743565,0.3268581,-0.33987206,1,0.17283758483315992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930145096134128,43.57675018110868]}"
1_1_1_2_61_128,3265,2321,1239,1492,1377,1986,2787,3109,3201,3354,0.022241797,0.009897928,0.39842725,-0.36415938,1,0.2559835822202007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930516439402572,43.57674390894785]}"
1_1_1_2_61_129,3055,2189,1235,1464,1396,1940,2792,3174,3073,3299,0.016326064,-0.002937337,0.37525174,-0.35463962,1,0.6183650570527116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930640220465428,43.5767418179597]}"
1_1_1_2_61_130,3532,2538,1421,1670,1700,2140,3057,3320,3308,3561,0.05049694,0.03274854,0.32108626,-0.3290478,1,0.22726704721753266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928533067500418,43.57668735584643]}"
1_1_1_2_61_131,3592,2629,1462,1656,1694,2118,2709,2929,3194,3135,0.06336753,0.058650162,0.30687398,-0.3171134,1,0.5190777944405136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928656848592057,43.57668526700779]}"
1_1_1_2_61_132,3592,2629,1425,1664,1703,2118,2709,2929,3188,3135,0.06883327,0.05958702,0.30361888,-0.3140973,1,0.5969067991823401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928780629670397,43.57668317803521]}"
1_1_1_2_61_134,3620,2639,1451,1665,1739,2152,2817,3020,3302,3271,0.059928797,0.04594048,0.31005752,-0.3295752,1,0.5205392250855455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929028191787173,43.576678999688255]}"
1_1_1_2_61_135,3508,2582,1432,1640,1686,2094,2746,2957,3240,3194,0.05290898,0.039715473,0.31546894,-0.32786885,1,0.5167069565987948,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929151972825606,43.57667691031387]}"
1_1_1_2_61_137,3531,2634,1442,1626,1708,2036,2563,2751,2979,2963,0.08467909,0.08479263,0.2711756,-0.29381108,1,0.5239904995534072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92939953486256,43.57667273116329]}"
1_1_1_2_61_138,3531,2634,1428,1604,1720,2036,2563,2751,2887,2963,0.09784654,0.10034279,0.25331017,-0.28568247,1,0.6114512864227726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92952331586108,43.576670641387096]}"
1_1_1_2_61_139,3564,2638,1419,1602,1711,2041,2531,2752,2882,2967,0.101712614,0.105802044,0.25495318,-0.2854594,1,0.149394003100615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929647096846292,43.57666855147696]}"
1_1_1_2_61_140,3564,2638,1430,1598,1742,2041,2531,2752,2881,2967,0.10346262,0.10597362,0.24637681,-0.28644788,1,0.6778743939745534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929770877818195,43.5766664614329]}"
1_1_1_2_61_142,3481,2538,1417,1582,1656,2003,2562,2777,2842,3006,0.09344402,0.10105962,0.26367274,-0.28481013,1,0.008582372540873351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.93001843972208,43.57666228094296]}"
1_1_1_2_61_143,3464,2479,1416,1587,1710,2004,2655,2928,2894,3167,0.091100805,0.08965083,0.25716767,-0.29167596,1,0.24869743744132922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930142220654055,43.57666019049709]}"
1_1_1_2_61_145,3265,2321,1407,1646,1689,1986,2787,3109,3366,3354,0.018607998,-0.015231488,0.33175075,-0.34317636,1,0.44625346438598557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930389782478077,43.57665600920353]}"
1_1_1_2_61_146,3265,2321,1332,1562,1562,1986,2787,3109,3238,3354,0.027349154,0.00415193,0.34916666,-0.34916666,1,0.09285396311553151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930513563370122,43.57665391835585]}"
1_1_1_2_61_147,3055,2189,1294,1510,1491,1940,2792,3174,3190,3299,0.006866002,-0.021617293,0.36295664,-0.35744682,1,0.06926719994638253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930637344248849,43.57665182737424]}"
1_1_1_2_61_148,3055,2189,1299,1533,1468,1940,2792,3174,3294,3299,-0.0076788063,-0.037643723,0.38345233,-0.36482286,1,0.054672660782840166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930761125114262,43.57664973625869]}"
1_1_1_2_61_149,3527,2536,1418,1650,1664,2157,3090,3350,3500,3616,0.027005639,0.0038423224,0.35553834,-0.3592233,1,0.4872705688257448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.9285301944273,43.57659736514841]}"
1_1_1_2_61_150,3577,2588,1432,1673,1717,2112,2886,3131,3348,3352,0.051022433,0.033068594,0.32201383,-0.33359888,1,0.11231592665381107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928653975334813,43.57659527631629]}"
1_1_1_2_61_151,3577,2588,1433,1668,1688,2112,2886,3131,3297,3352,0.053526763,0.040733196,0.3227683,-0.3280967,1,0.3728682333899096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928777756229026,43.576593187350234]}"
1_1_1_2_61_152,3553,2544,1451,1675,1718,2116,2854,3137,3389,3353,0.042626843,0.023624316,0.32719797,-0.33846763,1,0.1874918254793586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928901537109939,43.576591098250255]}"
1_1_1_2_61_153,3553,2544,1450,1660,1726,2116,2854,3137,3414,3353,0.040914916,0.019951198,0.32840466,-0.34568387,1,0.6587796348498163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929025317977548,43.57658900901633]}"
1_1_1_2_61_155,3461,2509,1410,1615,1656,2046,2693,2883,3001,3114,0.074097395,0.071185395,0.28881255,-0.30025998,1,0.24916953804577913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929272879672858,43.57658483014668]}"
1_1_1_2_61_156,3515,2606,1443,1648,1701,2070,2629,2820,3009,3038,0.079023585,0.07755978,0.277707,-0.29224822,1,0.03862763963782423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929396660500554,43.57658274051095]}"
1_1_1_2_61_157,3515,2606,1481,1636,1746,2070,2629,2820,2976,3038,0.08273307,0.083038054,0.26048285,-0.2905464,1,0.054657538970179886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929520441314947,43.576580650741285]}"
1_1_1_2_61_159,3600,2682,1410,1608,1703,2076,2577,2735,2894,3004,0.10398667,0.108715735,0.25908202,-0.28565082,1,0.12587148325323227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929768002903813,43.57657647080015]}"
1_1_1_2_61_160,3643,2700,1431,1620,1730,2063,2603,2843,2968,3017,0.09967253,0.102102555,0.2635164,-0.29380995,1,0.09252201356096057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929891783678281,43.57657438062867]}"
1_1_1_2_61_161,3643,2700,1438,1624,1706,2063,2603,2843,2939,3017,0.09993831,0.106958374,0.26544672,-0.2881876,1,0.29930178540899977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930015564439444,43.57657229032326]}"
1_1_1_2_61_164,3631,2644,1479,1673,1794,2153,2886,3076,3269,3405,0.066548705,0.05246377,0.29132926,-0.32294616,1,0.4950454812157714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930386906643063,43.57656601860344]}"
1_1_1_2_61_165,3631,2644,1414,1647,1661,2153,2886,3076,3446,3405,0.04255319,0.02614102,0.34952027,-0.3532299,1,0.6052928187946446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.93051068735098,43.57656392776229]}"
1_1_1_2_61_166,3464,2427,1378,1616,1600,2131,3050,3336,3657,3677,0.0028715713,-0.027102934,0.3912878,-0.3870662,1,0.4877266306836239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930634468045584,43.5765618367872]}"
1_1_1_2_61_167,3464,2427,1355,1628,1625,2131,3050,3336,3659,3677,0.007423538,-0.027376106,0.38493565,-0.3841498,1,0.09962555991376432,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930758248726875,43.57655974567819]}"
1_1_1_2_61_168,3433,2399,1320,1608,1552,2169,3059,3327,3667,3750,-2.0056157E-4,-0.032957748,0.40525004,-0.39033175,1,0.4800954470873313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930882029394848,43.57655765443523]}"
1_1_1_2_61_169,3527,2536,1406,1653,1636,2157,3090,3350,3632,3616,0.012253701,-0.014666853,0.3788914,-0.37445602,1,0.37819560605987046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928403540630793,43.576509463140454]}"
1_1_1_2_61_170,3527,2536,1429,1666,1668,2157,3090,3350,3626,3616,0.013658537,-0.013840347,0.36985266,-0.37037036,1,0.005552503409832155,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928527321367481,43.5765073744488]}"
1_1_1_2_61_171,3577,2588,1470,1684,1696,2112,2886,3131,3453,3352,0.034327187,0.01763869,0.34123132,-0.3443644,1,0.4123342083458138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928651102090868,43.576505285623206]}"
1_1_1_2_61_172,3577,2588,1408,1634,1634,2112,2886,3131,3271,3352,0.05379171,0.044684578,0.33374107,-0.33374107,1,0.695027180873532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928774882800957,43.57650319666369]}"
1_1_1_2_61_173,3553,2544,1379,1630,1656,2116,2854,3137,3340,3353,0.049355358,0.030900914,0.33706966,-0.34406438,1,0.6863173021288779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928898663497742,43.57650110757022]}"
1_1_1_2_61_174,3553,2544,1408,1613,1662,2116,2854,3137,3282,3353,0.053003535,0.039648864,0.3276699,-0.34096017,1,0.10984070892197983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929022444181225,43.57649901834283]}"
1_1_1_2_61_175,3461,2509,1424,1626,1678,2046,2693,2883,3173,3114,0.05566968,0.043412723,0.30818388,-0.32235882,1,0.24281564351036145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929146224851408,43.5764969289815]}"
1_1_1_2_61_177,3515,2606,1436,1656,1681,2070,2629,2820,3065,3038,0.07167165,0.06838906,0.291614,-0.29845372,1,0.5234076707477175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929393786151856,43.57649274985703]}"
1_1_1_2_61_178,3515,2606,1527,1731,1790,2070,2629,2820,3123,3038,0.065796085,0.05905393,0.271321,-0.2867738,1,0.26873639718252873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929517566782124,43.576490660093896]}"
1_1_1_2_61_179,3600,2682,1446,1652,1744,2076,2577,2735,2982,3004,0.09373721,0.09389243,0.26195514,-0.28700906,1,0.4938265250422976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929641347399084,43.57648857019682]}"
1_1_1_2_61_180,3600,2682,1430,1626,1735,2076,2577,2735,2958,3004,0.09739792,0.0978957,0.2606009,-0.29057592,1,0.6071102760427182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929765128002737,43.57648648016582]}"
1_1_1_2_61_181,3643,2700,1446,1658,1766,2063,2603,2843,3096,3017,0.087126926,0.081169315,0.27354997,-0.30248213,1,0.5925714355888231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929888908593082,43.57648439000088]}"
1_1_1_2_61_182,3643,2700,1458,1648,1750,2063,2603,2843,3142,3017,0.079355545,0.07383935,0.2845462,-0.31189978,1,0.17573633205410066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930012689170118,43.576482299702]}"
1_1_1_2_61_184,3728,2738,1484,1691,1824,2135,2615,2813,2989,3059,0.10763092,0.110019356,0.24205278,-0.27735043,1,0.5677428044454439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.93026025028426,43.57647811870244]}"
1_1_1_2_61_186,3631,2644,1410,1665,1697,2153,2886,3076,3535,3405,0.037282195,0.013396595,0.3512997,-0.3596154,1,0.4377663223817062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930507811345155,43.576473937167144]}"
1_1_1_2_61_187,3464,2427,1424,1654,1687,2131,3050,3336,3690,3677,0.0036044812,-0.03159072,0.37251255,-0.38098803,1,0.20289649707212531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930631591855633,43.576471846198594]}"
1_1_1_2_61_189,3433,2399,1403,1650,1678,2169,3059,3327,3732,3750,-0.0023423776,-0.041730635,0.37966728,-0.38684505,1,0.6327613359671923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930879152836647,43.57646766385969]}"
1_1_1_2_61_190,3516,2482,1418,1656,1665,2162,3092,3366,3637,3627,0.012309496,-0.016915979,0.37193513,-0.3742679,1,0.08383456084608298,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.9284006677684,43.576419472432754]}"
1_1_1_2_61_193,3543,2480,1404,1634,1652,2144,3005,3278,3385,3552,0.040665064,0.022806004,0.344054,-0.34887427,1,0.28623833066496307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928772009386188,43.57641320597556]}"
1_1_1_2_61_194,3510,2471,1374,1607,1594,2101,2844,3133,3415,3379,0.031840697,0.013718411,0.36354563,-0.36001593,1,0.10082378725084762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928895789898847,43.57641111688863]}"
1_1_1_2_61_195,3510,2471,1397,1604,1646,2101,2844,3133,3261,3379,0.050743837,0.03677448,0.32912165,-0.34059608,1,0.12982305695019936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929019570398207,43.576409027667765]}"
1_1_1_2_61_197,3457,2473,1364,1568,1624,2011,2664,2887,2990,3134,0.077053525,0.072436795,0.2960555,-0.31197894,1,0.36827404710815903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929267131357017,43.57640484882422]}"
1_1_1_2_61_199,3477,2556,1442,1711,1746,2097,2677,2941,3136,3162,0.065809615,0.0515651,0.28471938,-0.29399627,1,0.5903402099558935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929514692262606,43.576400669444936]}"
1_1_1_2_61_200,3604,2647,1446,1644,1734,2105,2730,2933,3103,3186,0.07980176,0.074698076,0.28302667,-0.307352,1,0.3761318970923867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929638472695443,43.57639857955439]}"
1_1_1_2_61_201,3604,2647,1451,1648,1747,2105,2730,2933,3121,3186,0.07850449,0.07182156,0.28225145,-0.30886978,1,0.6423526409166483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929762253114971,43.57639648952992]}"
1_1_1_2_61_202,3724,2730,1469,1701,1789,2152,2708,2975,3179,3200,0.08512942,0.07895118,0.27979067,-0.30286884,1,0.19338429961120496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929886033521191,43.57639439937151]}"
1_1_1_2_61_203,3724,2730,1469,1712,1802,2152,2708,2975,3309,3200,0.07259317,0.059007537,0.29485422,-0.31806412,1,0.4476495358610544,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930009813914102,43.57639230907916]}"
1_1_1_2_61_204,3737,2725,1479,1702,1836,2152,2770,2924,3264,3192,0.08045754,0.067561775,0.28,-0.31453887,1,0.4487992840486975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930133594293705,43.57639021865288]}"
1_1_1_2_61_206,3668,2643,1433,1668,1730,2173,2928,3239,3320,3512,0.06354054,0.04979966,0.3148515,-0.33119488,1,0.6468256272626183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930381155012977,43.576386037398514]}"
1_1_1_2_61_208,3709,2618,1439,1678,1818,2257,3067,3385,3648,3755,0.041454684,0.008291423,0.33479694,-0.3698836,1,0.6238178569626053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930628715678997,43.57638185560842]}"
1_1_1_2_61_209,3709,2618,1449,1691,1860,2257,3067,3385,3730,3755,0.03628582,-0.00282296,0.33452594,-0.37612987,1,0.10273533884880404,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930752495992039,43.57637976451246]}"
1_1_1_2_61_210,3753,2648,1432,1680,1770,2263,3072,3313,3718,3708,0.034948,0.004684781,0.35495627,-0.37754723,1,0.5421922329665609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.930876276291764,43.57637767328257]}"
1_1_1_2_61_211,3457,2502,1400,1654,1673,2148,2982,3167,3476,3418,0.025384769,-0.0027405163,0.35016507,-0.3551657,1,0.14878803450626987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92827401453757,43.576331570268145]}"
1_1_1_2_61_212,3516,2482,1392,1650,1660,2162,3092,3366,3654,3627,0.012717668,-0.019246861,0.37523523,-0.37782806,1,0.28687947055884455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928397794919306,43.57632948172348]}"
1_1_1_2_61_213,3516,2482,1409,1674,1668,2162,3092,3366,3655,3627,0.011709602,-0.019383628,0.37328574,-0.37173954,1,0.46800822401396003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928521575287744,43.57632739304487]}"
1_1_1_2_61_214,3543,2480,1419,1676,1692,2144,3005,3278,3614,3552,0.01967277,-0.009920358,0.36223143,-0.3663516,1,0.4327203017221427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92864535564288,43.576325304232334]}"
1_1_1_2_61_215,3543,2480,1420,1667,1706,2144,3005,3278,3496,3552,0.03275947,0.0066770846,0.34409842,-0.3542514,1,0.5126154327337133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.92876913598472,43.57632321528586]}"
1_1_1_2_61_216,3510,2471,1412,1648,1680,2101,2844,3133,3469,3379,0.030682156,0.005874767,0.3474461,-0.35587257,1,0.5024585818673075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.928892916313256,43.57632112620545]}"
1_1_1_2_61_217,3510,2471,1439,1646,1698,2101,2844,3133,3443,3379,0.032309216,0.009636128,0.33942813,-0.35311458,1,0.1973201370335581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929016696628493,43.576319036991116]}"
1_1_1_2_61_218,3457,2473,1412,1608,1650,2011,2664,2887,3208,3134,0.050066825,0.03735934,0.3207081,-0.33222592,1,0.003203417548957588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929140476930423,43.57631694764284]}"
1_1_1_2_61_219,3457,2473,1356,1560,1624,2011,2664,2887,3000,3134,0.07682526,0.070775904,0.29757786,-0.31578946,1,0.29865356729954473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929264257219053,43.57631485816063]}"
1_1_1_2_61_220,3477,2556,1400,1626,1665,2097,2677,2941,3096,3162,0.067026354,0.0579644,0.30056712,-0.31130877,1,0.615532280227183,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.929388037494375,43.57631276854448]}"
